Koreana ID,Title (Chinese),volume start,page start,page end ,volume end,Taisho ID,Title (Korean),Other IDs,,
K 1044,分別業報略經,55,106,109,55,T723,분별업보약경,"(XXX:677),(H. 695)",,
K 1045,勝宗十句義論,55,110,115,55,T2138,승종십구의론,(XXX:681),,
K 1046,大阿羅漢難提蜜多羅所說法住記,55,115,118,55,T2030,대아라한난제밀다라소설법주기,(XXX:686),,
K 1047,釋迦譜,55,119,177,55,T2040,석가보,(XXX:690),,
K 1048,釋迦方志,55,177,217,55,T2088,석가방지,(XXX:748),,
K 1049,釋迦氏譜,55,218,238,55,T2041,석가시보,(XXX:789),,
K 1050,經律異相,55,239,637,55,T2121,경율이상,(XXX:810),,
K 1051,陀羅尼雜集,55,637,721,55,T1336,다라니잡집,"(XXX:1237),(H. 1080)",,
K 1052,諸經要集,56,7,289,56,T2123,제경요집,(XXXI:1),,
K 1053,出三藏記集,56,289,439,56,T2145,출삼장기집,(XXXI:283),,
K 1054,衆經目錄,56,440,482,56,T2146,중경목록,(XXXI:434),,
K 1055,歷代三寶紀,56,482,617,56,T2034,역대삼보기,(XXXI:476),,
K 1056,衆經目錄,56,618,663,56,T2148,중경목록,(XXXI:612),,
K 1057,大唐內典錄,56,664,103,57,T2149,대당내전록,(XXXI:658),,
K 1058,大周刊定衆經目錄,57,104,230,57,T2153,대주간정중경목록,(XXXI:794),,
K 1059,古今譯經圖記,57,230,259,57,T2151,고금역경도기,(XXXI:920),,
K 1060,續古今譯經圖記,57,259,267,57,T2152,속고금역경도기,(XXXI:949),,
K 1061,續大唐內典錄,57,268,275,57,T2150,속대당내전록,(XXXI:958),,
K 1062,開元釋教錄,57,275,588,57,T2154,개원석교록,(XXXI:965),,
K 1063,一切經音義,57,589,284,58,,일체경음의,,,
K 1064,新譯大方廣佛華嚴經音義,58,284,312,58,,신역대방광불화엄경음의,,,
K 1065,大唐西域記,58,313,424,58,T2087,대당서역기,(XXXII:369),,
K 1066,集古今佛道論衡,58,425,475,58,T2104,집고금불도론형,(XXXII:481),,
K 1067,續集古今佛道論衡,58,475,485,58,T2105,속집고금불도론형,(XXXII:531),,
K 1068,集沙門不應拜俗等事,58,486,533,58,T2108,집사문불응배속등사,(XXXII:542),,
K 1069,集神州三寶感通錄,58,533,579,58,T2106,집신주삼보감통록,(XXXII:590),,
K 1070,道宣律師感通錄,58,579,590,58,T2107,도선율사감통록,(XXXII:635),,
K 1071,大慈恩寺三藏法師傳,58,591,676,58,T2053,대자은사삼장법사전,(XXXII:647),,
K 1072,大唐西域求法高僧傳,58,676,693,58,T2066,대당서역구법고승전,(XXXII:732),,
K 1073,高僧法顯傳,58,693,708,58,T2085,고승법현전,(XXXII:749),,
K 1074,高僧傳,58,708,139,59,T2059,고승전,(XXXII:764),,
K 1075,續高僧傳,59,140,506,59,T2060,속고승전,(XXXII:901),,
K 1076,辯正論,59,507,597,59,T2110,변정론,(XXXIII:1),,
K 1077,破邪論,59,597,618,59,T2109,파사론,(XXXIII:91),,
K 1078,甄正論,59,619,636,59,T2112,진정론,(XXXIII:113),,
K 1079,十門辯惑論,59,636,649,59,T2111,십문변혹론,(XXXIII:130),,
K 1080,弘明集,59,649,69,60,T2102,홍명집,(XXXIII:143),,*volume image order problem
K 1081,廣弘明集,,,,,T2103,광홍명집,(XXXIII:284),,
K 1082,南海寄歸內法傳,,,,,T2125,남해기귀내법전,(XXXIII:672),,
K 1083,受用三水要行法,,,,,T1902,수용삼수요행법,(XXXIII:715),,
K 1084,說罪要行法,,,,,T1903,설죄요행법,(XXXIII:717),,
K 1085,護命放生軌儀法,,,,,T1901,호명방생궤의법,(XXXIII:719),,
K 1086,比丘尼傳,,,,,T2063,비구니전,(XXXIII:720),,
K 1087,集諸經禮懺儀,,,,,T1982,집제경예참의,(XXXIII:740),,
K 1088,大乘莊嚴寶王經,,,,,T1050,대승장엄보왕경,"(XXXIII:766),(H. 931)",,
K 1089,大乘聖無量壽決定光明王如來陀羅尼經,,,,,T937,대승성무량수결정광명왕여래다라니경,"(XXXIII:792),(H. 957)",,
K 1090,聖佛母小字般若波羅蜜多經,,,,,T258,성불모소자반야바라밀다경,"(XXXIII:795),(H. 251)",,
K 1091,最勝佛頂陀羅尼經,,,,,T974a,최승불정다라니경,"(XXXIII:797),(H. 870)",,
K 1092,七佛讚唄伽他,,,,,T1682,칠불찬패가타,"(XXXIII:798),(H. 1409)",,
K 1093,無能勝幡王如來莊嚴陀羅尼經,,,,,T943,무능승번왕여래장엄다라니경,"(XXXIII:799),(H. 851)",,
K 1094,大乘聖吉祥持世陀羅尼經,,,,,T1164,대승성길상지세다라니경,"(XXXIII:801),(H. 1008)",,
K 1095,大方廣惚持寶光明經,,,,,T299,대방광총지보광명경,"(XXXIII:805),(H. 292)",,
K 1096,守護大千國土經,,,,,T999,수호대천국토경,"(XXXIII:835),(H. 888)",,
K 1097,出生一切如來法眼徧照大力明王經,,,,,T1243,출생일체여래법안변조대력명왕경,"(XXXIII:858),(H. 1046)",,
K 1098,分別善惡報應經,,,,,T81,분별선악보응경,"(XXXIII:868),(H. 82)",,
K 1099,大乘善見變化文殊師利問法經,,,,,T472,대승선견변화문수사리문법경,"(XXXIII:877),(H. 458)",,
K 1100,大乘日子王所問經,,,,,T333,대승일자왕소문경,"(XXXIII:880),(H. 324)",,
K 1101,樓閣正法甘露皷經,,,,,T704,누각정법감로고경,"(XXXIII:885),(H. 680)",,
K 1102,大護明大陀羅尼經,,,,,T1048,대호명대다라니경,"(XXXIII:887),(H. 929)",,
K 1103,金耀童子經,,,,,T546,금요동자경,"(XXXIII:890),(H. 529)",,
K 1104,大寒林聖難拏陀羅尼經,,,,,T1392,대한림성난나다라니경,(XXXIII:893),,
K 1105,較量壽命經,,,,,T759,교량수명경,"(XXXIII:896),(H. 731)",,
K 1106,聖虛空藏菩薩陀羅尼經,,,,,T1147,성허공장보살다라니경,"(XXXIII:900),(H. 999)",,
K 1107,佛頂放無垢光明入普門觀察一切如來心陀羅尼經,,,,,T1025,불정방무구광명입보문관찰일체여래심다라니경,"(XXXIII:904),(H. 910)",,
K 1108,聖最上燈明如來陀羅尼經,,,,,T1355,성최상등명여래다라니경,"(XXXIII:911),(H. 1098)",,
K 1109,消除一切閃電障難隨求如意陀羅尼經,,,,,T1402,소제일체섬전장난수구여의다라니경,"(XXXIII:914),(H. 1142)",,
K 1110,無能勝大明王陀羅尼經,,,,,T1233,무능승대명왕다라니경,"(XXXIII:916),(H. 1040)",,
K 1111,嗟韈曩法天子受三歸依獲免惡道經,,,,,T595,차말랑법천자수삼귀의획면악도경,"(XXXIII:919),(H. 577)",,
K 1112,諸行有爲經,,,,,T758,제행유위경,"(XXXIII:921),(H. 730)",,
K 1113,一切如來正法祕密篋印心陀羅尼經,,,,,T1023,일체여래정법비밀협인심다라니경,"(XXXIII:922),(H.908)",,
K 1114,息除中夭陀羅尼經,,,,,T1347,식제중요다라니경,"(XXXIII:926),(H. 1090)",,
K 1115,讚法界頌,,,,,T1675,찬법계송,"(XXXIII:927),(H. 1402)",,*image group order proble
K 1116,妙法聖念處經,61,12,47,61,T722,묘법성념처경,"(XXXIII:931),(H.695)",,
K 1117,六道伽陀經,61,48,50,61,T725,육도가타경,"(XXXIII:967),(H. 698)",,
K 1118,勝軍化世百喩伽他經,61,50,53,61,T1692,승군화세백유가타경,"(XXXIII:969),(H. 1418)",,
K 1119,法集要頌經,61,54,75,61,T213,법집요송경,"(XXXIII:973),(H. 210)",,
K 1120,讚揚聖德多羅菩薩一百八名經,61,75,77,61,T1106,찬양성덕다라보살일백팔명경,"(XXXIII:994),(H. 970)",,
K 1121,菩提行經,61,77,93,61,T1662,보리행경,"(XXXIII:996),(H. 1389)",,
K 1122,聖觀自在菩薩一百八名經,61,93,95,61,T1054,성관자재보살일백팔명경,"(XXXIII:1012),(H. 935)",,
K 1123,大迦葉問大寶積正法經,61,96,117,61,T352,대가섭문대보적정법경,"(XXXIII:1015),(H. 342)",,
K 1124,法集名數經,61,117,120,61,T764,법집명수경,"(XXXIII:1036),(H. 735)",,
K 1125,聖持世陀羅尼經,61,121,124,61,T1165,성지세다라니경,"(XXXIII:1040),(H. 1009)",,
K 1126,沙彌十戒儀則經,61,124,125,61,T1473,사미십계의칙경,"(XXXIII:1043),(H. 1211)",,
K 1127,十二緣生祥環經,61,126,133,61,T719,십이연생상서경,"(XXXIII:1045),(H. 694)",,
K 1128,外道問聖大乘法無我義經,61,134,135,61,T846,외도문성대승법무아의경,"(XXXIII:1053),(H. 816)",,
K 1129,苾芻迦尸迦十法經,61,136,137,61,T1480,필추가시가십법경,"(XXXIII:1055),(H. 1218)",,
K 1130,無能勝大明心陀羅尼經,61,137,138,61,T1235,무능승대명심다라니경,"(XXXIII:1056),(H. 1042)",,
K 1131,聖多羅菩薩一百八名陀羅尼經,61,138,141,61,T1105,성다라보살일백팔명다라니경,"(XXXIII:1057),(H. 969)",,
K 1132,金剛針論,61,141,145,61,T1642,금강침론,"(XXXIII:1060),(H. 1371)",,
K 1133,目連所問經,61,145,146,61,T1468,목련소문경,"(XXXIII:1064),(H. 1206)",,
K 1134,諸佛心印陀羅尼經,61,146,147,61,T919,제불심인다라니경,"(XXXIII:1065),(H. 846)",,
K 1135,苾芻五法經,61,147,149,61,T1479,필추오법경,"(XXXIII:1066),(H. 1217)",,
K 1136,無能勝大明陀羅尼經,61,150,153,61,T1234,무능승대명다라니경,"(XXXIII:1069),(H. 1041)",,
K 1137,毘倶胝菩薩一百八名經,61,154,155,61,T1114,비구저보살일백팔명경,"(XXXIII:1073),(H. 973)",,
K 1138,大方廣菩薩藏文殊師利根本儀軌經,61,156,255,61,T1191,대방광보살장문수사리근본의궤경,"(XXXIII:1075),(H. 1033)",,
K 1139,觀想佛母般若波羅蜜多菩薩經,61,256,257,61,T259,관상불모반야바라밀다보살경,"(XXXIII:1175),(H. 252)",,
K 1140,佛爲娑伽羅龍王所說大乘經,61,257,261,61,T601,불위사가라용왕소설대승경,"(XXXIII:1176),(H. 583)",,
K 1141,十號經,61,262,263,61,T782,십호경,"(XXXIII:1181),(H. 753)",,
K 1142,寶生陀羅尼經,61,263,263,61,T1412,보생다라니경,"(XXXIII:1182),(H. 959)",,
K 1143,蓮華眼陀羅尼經,61,263,264,61,T1411,연화안다라니경,"(XXXIII:1182),(H. 959)",,
K 1144,大金剛香陀羅尼經,61,264,265,61,T1401,대금강향다라니경,"(XXXIII:1183),(H. 1141)",,
K 1145,大乘寶月童子問法經,61,266,267,61,T437,대승보월동자문법경,"(XXXIII:1185),(H. 424)",,
K 1146,一切如來安像三昧儀軌經,61,268,271,61,T1418,일체여래안상삼매의궤경,"(XXXIII:1187),(H. 1153)",,
K 1147,大自在天子因地經,61,271,274,61,T594,대자재천자인지경,"(XXXIII:1190),(H. 576)",,
K 1148,廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經,61,274,279,61,T1116,광대연화장엄만나라멸일체죄다라니경,"(XXXIII:1196),(H. 974)",,
K 1149,如意摩尼陀羅尼經,61,279,280,61,T1403,여의마니다라니경,"(XXXIII:1198),(H. 1143)",,
K 1150,大金剛妙高山樓閣陀羅尼,61,281,285,61,T1415,대금강묘고산누각다라니,"(XXXIII:1200),(H. 1152)",,
K 1151,普賢菩薩陀羅尼經,61,285,286,61,T1127,보현보살다라니경,"(XXXIII:1204),(H. 983)",,
K 1152,妙臂菩薩所問經,61,287,308,61,T896,묘비보살소문경,"(XXXIII:1206),(H. 841)",,
K 1153,寶藏神大明曼拏羅儀軌經,61,308,316,61,T1283,보장신대명만나라의궤경,"(XXXIII:1227),(H. 1060)",,
K 1154,聖寶藏神儀軌經,61,317,325,61,T1284,성보장신의궤경,"(XXXIII:1236),(H. 1061)",,
K 1155,一切如來大祕密王未曾有最上微妙大曼拏羅經,61,326,352,61,T889,일체여래대비밀왕미증유최상미묘대만나라경,"(XXXIV:1),(H. 835)",,
K 1156,大摩里支菩薩經,61,353,388,61,T1257,대마리지보살경,(XXXIV:28),,
K 1157,聖無能勝金剛火陀羅尼經,61,389,391,61,T1236,성무능승금강화다라니경,"(XXIV:64),(H. 1043)",,
K 1158,聖莊嚴陀羅尼經,61,391,396,61,T1376,성장엄다라니경,"(XXXIV:66),(H. 1117)",,
K 1159,花積樓閣陀羅尼經,61,396,397,61,T1359,화적루각다라니경,"(XXXIV:71),(H. 958)",,
K 1160,千轉大明陀羅尼經,61,398,399,61,T1306,천전대명다라니경,"(XXXIV:73),(H. 919)",,
K 1161,智光滅一切業障陀羅尼經,61,399,401,61,T1398,지광멸일체업장다라니경,"(XXXIV:74),(H. 1138)",,
K 1162,勝幡瓔珞陀羅尼經,61,401,402,61,T1410,승반영락다라니경,"(XXXIV:76),(H. 1419)",,
K 1163,賢聖集伽陀一百頌,61,402,404,61,T1686,현성집가타일백송,"(XXXIV:77),(H. 1413)",,
K 1164,聖大總持王經,61,405,407,61,T1371,성대총지왕경,"(XXXIV:80),(H. 1112)",,
K 1165,尊勝大明王經,61,407,408,61,T1413,존승대명왕경,"(XXXIV:82),(H. 1150)",,
K 1166,如意寶總持王經,61,409,410,61,T1404,여의보총지왕경,"(XXXIV:84),(H. 1144)",,
K 1167,持明藏八大總持王經,61,410,412,61,T1370,지명장팔대총지왕경,"(XXXIV:85),(H. 1111)",,
K 1168,普賢曼拏羅經,61,413,416,61,T1126,보현만나라경,"(XXXIV:88),(H. 982)",,
K 1169 ,最上意陀羅尼經,61,416,419,61,T1408,최상의다라니경,"(XXXIV:91),(H. 1147)",,
K 1170,聖六字大明王陀羅尼經,61,419,420,61,T1047,성육자대명왕다라니경,"(XXXIV:94),(H. 928)",,
K 1171,大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經,61,420,421,61,T964,대위덕금륜불정치성광여래소제일체제난다라니경,"(XXXIV:95),(H. 864)",,
K 1172,衆許摩訶帝經,61,422,489,61,T191,중허마하제경,"(XXXIV:97),(H. 190)",,
K 1173,月光菩薩經,61,490,493,61,T166,월광보살경,"(XXXIV:165),(H. 166)",,
K 1174,金光王童子經,61,493,494,61,T548,금광왕동자경,"(XXXIV:168),(H. 531)",,
K 1175,揵稚梵讚,61,495,498,61,T1683,건치범찬,"(XXXIV:170),(H. 1410)",,
K 1176,布施經,61,499,500,61,T705,보시경,"(XXXIV:174),(H. 681)",,
K 1177,毘婆尸佛經,61,501,508,61,T3,비바시불경,"(XXXIV:176),(H. 3)",,
K 1178,文殊師利一百八名梵讚,61,508,510,61,T1197,문수사리일백팔명범찬,"(XXXIV:183),(H. 1026)",,
K 1179,大三摩惹經,61,510,512,61,T19,대삼마야경,"(XXXIV:185),(H. 14)",,
K 1180,聖曜母陀羅尼經,61,512,514,61,T1303,성요모다라니경,"(XXXIV:187),(H. 1067)",,
K 1181,長者施報經,61,514,517,61,T74,장자시보경,"(XXXIV:189),(H. 75)",,
K 1182,七佛經,61,518,523,61,T2,칠불경,"(XXXIV:193),(H. 2)",,
K 1183,佛一百八名讚,61,523,524,61,T1679,불일백팔명찬,"(XXXIV:198),(H. 1406)",,
K 1184,解憂經,61,524,525,61,T804,해우경,"(XXXIV:199),(H. 775)",,
K 1185,毘沙門天王經,61,526,529,61,T1245,비사문천왕경,"(XXXIV:220),(H. 1048)",,
K 1186,聖觀自在菩薩梵讚,61,529,530,61,T1055,성관자재보살범찬,"(XXXIV:204),(H. 936)",,
K 1187,聖多羅菩薩梵讚,61,531,534,61,T1107,성다라보살범찬,(XXXIV:206),,
K 1188,聖最勝陀羅尼經,61,535,536,61,T1409,성최승다라니경,"(XXXIV:210),(H. 1148)",,
K 1189,徧照般若波羅蜜經,61,537,540,61,T242,변조반야바라밀경,"(XXXIV:215),(H. 239)",,
K 1190,帝釋般若波羅蜜多心經,61,540,542,61,T249,제석반야바라밀다심경,"(XXXIV:115),(H.246)",,
K 1191,大乘舍黎娑擔摩經,61,542,545,61,T711,대승사려사담마경,"(XXXIV:217),(H. 687)",,
K 1192,五十頌聖般若波羅蜜經,61,546,547,61,T248,오십송성반야바라밀경,"(XXXIV:221),(H. 245)",,
K 1193,四無所畏經,61,547,547,61,T775,사무소외경,"(XXXIV:222),(H. 746)",,
K 1194,諸佛經,61,548,549,61,T439,제불경,"(XXXIV:223),(H. 426)",,
K 1195,大乘戒經,61,549,550,61,T1497,대승계경,"(XXXIV:224),(H. 1234)",,
K 1196,聖六字增壽大明陀羅尼經,61,550,551,61,T1049,성육자증수대명다라니경,"(XXXIV:225),(H. 930)",,
K 1197,一切如來說佛頂輪王一百八名讚,61,551,551,61,T960,일체여래설불정륜왕일백팔명찬,"(XXXIV:226),(H. 863)",,
K 1198,增慧陀羅尼經,61,552,553,61,T1372,증혜다라니경,"(XXXIV:227),(H. 1113)",,
K 1199,大乘無量壽莊嚴經,61,553,566,61,T363,대승무량수장엄경,"(XXXIV:228),(H. 353)",,
K 1200,佛母寶德藏般若波羅蜜經,61,566,576,61,T229,불모보덕장반야바라밀경,"(XXXIV:241),(H. 228)",,
K 1201,薩鉢多酥哩踰捺野經,61,576,579,61,T30,살발다수리유내야경,"(XXXIV:252),(H. 30)",,
K 1202,金剛手菩薩降伏一切部多大教王經,61,580,603,61,T1129,금강수보살항복일체부다대교왕경,"(XXXIV:254),(H. 985)",,
K 1203,最上大乘金剛大教寶王經,61,603,612,61,T1128,최상대승금강대교보왕경,"(XXXIV:277),(H. 984)",,
K 1204,一切如來烏瑟膩沙最勝惚持經,61,612,616,61,T978,일체여래오슬니사최승총지경,"(XXXIV:286),(H. 871)",,
K 1205,菩提心觀釋,61,616,618,61,T1663,보리심관석,"(XXXIV:290),(H. 1390)",,
K 1206,護國尊者所問大乘經,61,618,636,61,T321,호국존자소문대승경,"(XXXIV:292),(H. 313)",,
K 1207,金剛香菩薩大明成就儀軌經,61,636,655,61,T1170,금강향보살대명성취의궤경,"(XXXIV:310),(H. 1013)",,
K 1208,妙吉祥最勝根本大教經,61,656,674,61,T1217,묘길상최승근본대교경,"(XXXIV:330),(H. 1034)",,
K 1209,金剛薩埵說頻那夜迦天成就儀軌經,61,675,697,61,T1272,금강살타설빈나야가천성취의궤경,"(XXXIV:349),(H. 1057)",,
K 1210,幻化網大瑜伽教十忿怒明王大明觀想儀軌經,61,697,704,61,T891,환화망대유가교십분노명왕대명관상의궤경,"(XXXIV:371),(H. 837)",,
K 1211,妙吉祥菩薩所問大乘法螺經,61,704,707,61,T473,묘길상보살소문대승법라경,"(XXXIV:376),(H. 459)",,
K 1212,八大菩薩經,61,707,708,61,T490,팔대보살경,"(XXXIV:381),(H. 476)",,
K 1213,持明藏瑜伽大教尊那菩薩大明成就儀軌經,62,10,31,62,T1169,지명장유가대교존나보살대명성취의궤경,"(XXXIV:383),(H. 1012)",,
K 1214,妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經,62,32,38,62,T1242,묘길상유가대교금강배라박륜관상성취의궤경,"(XXXIV:405),(H. 1045)",,
K 1215,大乘八大曼拏羅經,62,38,39,62,T1168a,대승팔대만나라경,"(XXIV:411),(H. 1011)",,
K 1216,囉嚩拏說救療小兒疾病經,62,39,43,62,T1330,라박나설구료소아질병경,"(XXXIV:412),(H. 1074)",,
K 1217,較量一切佛刹功德經,62,44,44,62,T290,교량일체불찰공덕경,"(XXXIV:417),(H. 283)",,
K 1218,難你計濕嚩囉天說支輪經,62,44,46,62,T1312,난이계습박라천설지륜경,"(XXXIV:417),(H. 1068)",,
K 1219,迦葉仙人說醫女人經,62,47,48,62,T1691,가섭선인설의여인경,"(XXXIV:420),(H. 1417)",,
K 1220,瑜伽大教王經,62,48,84,62,T890,유가대교왕경,"(XXXIV:421),(H. 836)",,
K 1221,大乘觀想曼拏羅淨諸惡趣經,62,84,95,62,T939,대승관상만나라정제악취경,"(XXXIV:457),(H. 852)",,
K 1222,一切佛攝相應大教王經聖觀自在菩薩念誦儀軌,62,95,99,62,T1051,일체불섭상응대교왕경성관자재보살염송의궤,"(XIV:468),(H. 932)",,
K 1223,聖金剛手菩薩一百八名梵讚,62,99,101,62,T1131,성금강수보살일백팔명범찬,"(XXXIV:472),(H. 987)",,
K 1224a,倶枳羅陀羅尼經,62,101,102,62,T1385,구지라다라니경,"(XXIV:474),(H. 1126)",,
K 1224b,消除一切災障寶髻陀羅尼經,62,102,104,62,T1400,소제일체재장보계다라니경,"(XXXIV:475),(H. 1140)",,
K 1224c,妙色陀羅尼經,62,104,104,62,T1386,묘색다라니경,"(XXXIV:477),(H. 1127)",,
K 1224d,栴檀香身陀羅尼經,62,104,105,62,T1387,전단향신다라니경,"(XXXIV:477),(H. 1128)",,
K 1224e,鉢蘭那賖嚩哩大陀羅尼經,62,105,106,62,T1384,발란나사박리대다라니경,"(XXXIV:478),(H. 1125)",,
K 1224f,宿命智陀羅尼經,62,106,106,62,T1383,숙명지다라니경,"(XXXIV:479),(H. 1124)",,
K 1224g,慈氏菩薩誓願陀羅尼經,62,106,107,62,T1143,자시보살서원다라니경,"(XXXIV:479),(H. 996)",,
K 1224h,滅除五逆罪大陀羅尼經,62,107,107,62,T1399,멸제오역죄대다라니경,"(XXXIV:480),(H. 1139)",,
K 1224i,無量功德陀羅尼經,62,107,107,62,T934,무량공덕다라니경,"(XXXIV:480),(H. 849)",,
K 1224j,十八臂陀羅尼經,62,108,108,62,T1118,십팔비다라니경,"(XXXIV:481),(H. 976)",,
K 1224k,洛叉陀羅尼經,62,108,109,62,T1390,낙차다라니경,"(XXXIV:481),(H. 1131)",,
K 1224l,辟除諸惡陀羅尼經,62,109,110,62,T1407,벽제제악다라니경,"(XXXIV:482),(H. 1146)",,
K 1225,佛三身讚,62,110,110,62,T1678,불삼신찬,"(XXXIV:483),(H. 1405)",,
K 1226,曼殊室利菩薩吉祥伽陀,62,111,111,62,T1196,만수실리보살길상가타,(XXXIV:484),,
K 1227,寶授菩薩菩提行經,62,112,116,62,T488,보수보살보리행경,"(XXXIV:485),(H. 474)",,
K 1228a,八大靈塔名號經,62,117,117,62,T1685,팔대영탑명호경,"(XXXIV:490),(H. 1412)",,
K 1228b,八大靈塔梵讚,62,117,118,62,T1684,팔대영탑범찬,"(XXXIV:490),(H. 1411)",,
K 1228c,三身梵讚,62,118,119,62,T1677,삼신범찬,"(XXXIV:491),(H. 1404)",,
K 1229,阿羅漢具德經,62,119,123,62,T126,아라한구덕경,"(XXXIV:492),(H. 127)",,
K 1230a,妙吉祥菩薩陀羅尼,62,123,124,62,T1186,묘길상보살다라니,"(XXXIV: 496),(H. 1023)",,
K 1230b,無量壽大智陀羅尼,62,124,124,62,T1389,무량수대지다라니,"(XXXIV:497),(H. 1130)",,
K 1230c,宿命智陀羅尼,62,124,124,62,T1382,숙명지다라니,"(XXXIV:497),(H. 1123)",,
K 1230d,慈氏菩薩陀羅尼,62,125,125,62,T1142,자시보살다라니,"(XXXIV:498),(H. 995)",,
K 1230e,虛空藏菩薩陀羅尼,62,125,125,62,T1148,허공장보살다라니,"(XXXIV:498),(H. 999)",,
K 1231,尊那經,62,125,128,62,T845,존나경,"(XXXIV:498),(H. 815)",,
K 1232,無畏陀羅尼經,62,128,129,62,T1388,무외다라니경,"(XXXIV:501),(H. 1129)",,
K 1233,大愛陀羅尼經,62,129,130,62,T1379,대애다라니경,"(XXXIV:502),(H. 1120)",,
K 1234,大正句王經,62,130,137,62,T45,대정구왕경,"(XXXIV:503),(H.46)",,
K 1235,聖多羅菩薩經,62,137,139,62,T1104,성다라보살경,"(XXXIV:510),(H. 968)",,
K 1236,延壽妙門陀羅尼經,62,140,143,62,T1140,연수묘문다라니경,"(XXXIV:513),(H. 994)",,
K 1237,祕密八名陀羅尼經,62,143,144,62,T1366,비밀팔명다라니경,"(XXXIV:516),(H. 1107)",,
K 1238a,大吉祥陀羅尼經,62,144,144,62,T1381,대길상다라니경,"(XXXIV:517),(H. 1122)",,
K 1238b,寶賢陀羅尼經,62,144,145,62,T1285,보현다라니경,"(XXXIV:517),(H. 1062)",,
K 1239,觀自在菩薩母陀羅尼經,62,146,147,62,T1117,관자재보살모다라니경,"(XXXIV:519),(H. 975)",,
K 1240,戒香經,62,147,147,62,T117,계향경,"(XXXIV: 520),(H. 117)",,
K 1241,息除賊難陀羅尼經,62,148,148,62,T1405,식제적난다라니경,"(XXXIV:521),(H. 1145)",,
K 1242,一切如來名號陀羅尼經,62,148,149,62,T1350,일체여래명호다라니경,"(XXXIV:521),(H. 1093)",,
K 1243,頻婆裟羅王經,62,150,153,62,T41,빈바사라왕경,"(XXXIV:523),(H. 41)",,
K 1244,信解智力經,62,153,155,62,T802,신해지력경,"(XXXIV:526),(H. 773)",,
K 1245,舊城喩經,62,156,158,62,T715,구성유경,"(XXXIV:529),(H. 690)",,
K 1246,善藥長者經,62,158,159,62,T1380,선락장자경,"(XXXIV:531),(H. 1121)",,
K 1247,人仙經,62,160,163,62,T9,인선경,"(XXXIV:533),(H. 6)",,
K 1248,信佛功德經,62,163,167,62,T18,신불공덕경,"(XXXIV:536),(H. 13)",,
K 1249,法身經,62,168,169,62,T766,법신경,"(XXXIV:541),(H. 737)",,
K 1250,決定義經,62,170,175,62,T762,결정의경,"(XXXIV:543),(H. 734)",,
K 1251,最上祕密那拏天經,62,175,189,62,T1288,최상비밀나나천경,"(XXXIV:548),(H. 1063)",,
K 1252,帝釋所問經,62,190,195,62,T15,제석소문경,"(XXXIV:563),(H. 10)",,
K 1253,解夏經,62,196,197,62,T63,해하경,"(XXXIV:569),(H. 64)",,
K 1254,四品法門經,62,197,199,62,T776,사품법문경,"(XXXIV:570),(H. 747)",,
K 1255,護國經,62,200,205,62,T69,호국경,"(XXXIV:573),(H. 70)",,
K 1256,最上根本大樂金剛不空三昧大教王經,62,205,255,62,T244,최상근본대락금강불공삼매대교왕경,"(XXXIV:578),(H. 241)",,
K 1257,新集藏經音義隨凾錄,62,255,734,63,,신집장경음의수함록,,,
K 1258,御製蓮華心輪廻文偈頌,64,7,98,64,,어제연화심윤회문게송,,,
K 1259,御製祕藏詮,64,99,236,64,,어제비장전,,,
K 1260,御製逍遙詠,64,237,275,64,,어제소요영,,,
K 1261,御製緣識,64,276,302,64,,어제연식,,,
K 1262,大方廣佛華嚴經,64,303,532,64,T293,대방광불화엄경,"(XXXVI:1),(H. 286)",,
K 1263,新華嚴經論,64,532,140,65,T1739,신화엄경론,(XXXVI:230),,
K 1264,穢跡金剛禁百變法經,65,140,141,65,T1229,예적금강금백변법경,"(XXXVI:588),(H. 1039)",,
K 1265,穢跡金剛說神通大滿陀羅尼法術靈要門,65,142,143,65,T1228,예적금강설신통대만다라니법술영요문,"(XXXVI:590),(H. 1038)",,
K 1266,大威力烏樞瑟摩明王經,65,144,167,65,T1227,대위력오추슬마명왕경,"(XXXVI:592),(H. 1037)",,
K 1267,普遍智藏般若波羅蜜多心經,65,167,168,65,T252,보변지장반야바라밀다심경,"(XXXVI:615),(H. 249)",,
K 1268,金剛頂經瑜伽修習毘盧遮那三摩地法,65,169,174,65,T876,금강정경유가수습비로자나삼마지법,"(XXXVI:617),(H. 825)",,
K 1269,千手千眼觀世音菩薩大身咒本,65,175,175,65,T1062a,천수천안관세음보살대신주본,"(XXXVI:623),(H. 941)",,
K 1270,千手千眼觀自在菩薩廣大圓滿無礙大悲心陀羅尼呪本,65,176,177,65,T1061,천수천안관자재보살광대원만무애대비심다라니주본,"(XXXVI:624),(H. 940)",,
K 1271,不動使者陀羅尼祕密法,65,178,183,65,T1202,부동사자다라니비밀법,"(XXXVI:626),(H. 1029)",,
K 1272,大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經,65,183,262,65,T1177a,대승유가금강성해만수실리천비천발대교왕경,"(XXXVI:631),(H. 1154)",,
